,Sample,ClassId,EN
915,signer0_sample916,174,umbrella
916,signer0_sample917,176,bill
917,signer0_sample918,44,friday
918,signer0_sample919,172,sugar
919,signer0_sample920,85,towel
920,signer0_sample921,148,they
921,signer0_sample922,116,female
922,signer0_sample923,43,soup
923,signer0_sample924,81,carpet
924,signer0_sample925,211,help
925,signer0_sample926,178,voice
926,signer0_sample927,45,saturday
927,signer0_sample928,89,gift
928,signer0_sample929,110,if_only
929,signer0_sample930,131,napkin
930,signer0_sample931,121,bridge
931,signer0_sample932,211,help
932,signer0_sample933,32,together
933,signer0_sample934,67,memorize
934,signer0_sample935,224,time
935,signer0_sample936,3,enjoy_your_meal
936,signer0_sample937,42,child
937,signer0_sample938,76,see
938,signer0_sample939,61,retired
939,signer0_sample940,7,cry
940,signer0_sample941,206,near
941,signer0_sample942,38,tea
942,signer0_sample943,24,glass
943,signer0_sample944,176,bill
944,signer0_sample945,134,manager
945,signer0_sample946,132,stairs
946,signer0_sample947,185,milk
947,signer0_sample948,221,road
948,signer0_sample949,119,coal
949,signer0_sample950,39,teapot
950,signer0_sample951,141,room
951,signer0_sample952,165,hour
952,signer0_sample953,85,towel
953,signer0_sample954,194,scales
954,signer0_sample955,211,help
955,signer0_sample956,12,shopping
956,signer0_sample957,129,angel
957,signer0_sample958,204,existing
958,signer0_sample959,185,milk
959,signer0_sample960,43,soup
960,signer0_sample961,180,evil
961,signer0_sample962,214,pillow
962,signer0_sample963,159,window
963,signer0_sample964,74,lake
964,signer0_sample965,25,flag
965,signer0_sample966,30,I
966,signer0_sample967,139,grandmother
967,signer0_sample968,155,pastrami
968,signer0_sample969,105,door
969,signer0_sample970,41,ugly
970,signer0_sample971,218,cook
971,signer0_sample972,108,accident
972,signer0_sample973,26,feast
973,signer0_sample974,82,ill
974,signer0_sample975,156,potato
975,signer0_sample976,175,you
976,signer0_sample977,217,eat
977,signer0_sample978,209,do
978,signer0_sample979,119,coal
979,signer0_sample980,179,love
980,signer0_sample981,195,tailor
981,signer0_sample982,114,book
982,signer0_sample983,41,ugly
983,signer0_sample984,97,not_interested
984,signer0_sample985,44,friday
985,signer0_sample986,144,school
986,signer0_sample987,30,I
987,signer0_sample988,168,tuesday
988,signer0_sample989,129,angel
989,signer0_sample990,8,family
990,signer0_sample991,147,allright
991,signer0_sample992,131,napkin
992,signer0_sample993,173,hi
993,signer0_sample994,2,hungry
994,signer0_sample995,36,wednesday
995,signer0_sample996,118,cologne
996,signer0_sample997,4,brother
997,signer0_sample998,203,sad
998,signer0_sample999,102,breakfast
999,signer0_sample1000,164,request
1000,signer0_sample1001,184,promise
1001,signer0_sample1002,97,not_interested
1002,signer0_sample1003,36,wednesday
1003,signer0_sample1004,112,identity
1004,signer0_sample1005,101,escape
1005,signer0_sample1006,118,cologne
1006,signer0_sample1007,157,sunday
1007,signer0_sample1008,127,tongs
1008,signer0_sample1009,83,hospital
1009,signer0_sample1010,75,shirt
1010,signer0_sample1011,117,smell
1011,signer0_sample1012,109,belt
1012,signer0_sample1013,62,male
1013,signer0_sample1014,219,star
1014,signer0_sample1015,83,hospital
1015,signer0_sample1016,221,road
1016,signer0_sample1017,143,teacher
1017,signer0_sample1018,10,unwise
1018,signer0_sample1019,2,hungry
1019,signer0_sample1020,162,police
1020,signer0_sample1021,30,I
1021,signer0_sample1022,20,father
1022,signer0_sample1023,224,time
1023,signer0_sample1024,47,minute
1024,signer0_sample1025,207,alone
1025,signer0_sample1026,138,where
1026,signer0_sample1027,189,holiday
1027,signer0_sample1028,20,father
1028,signer0_sample1029,84,fault
1029,signer0_sample1030,18,mirror
1030,signer0_sample1031,203,sad
1031,signer0_sample1032,195,tailor
1032,signer0_sample1033,151,apologize
1033,signer0_sample1034,0,sister
1034,signer0_sample1035,24,glass
1035,signer0_sample1036,141,room
1036,signer0_sample1037,67,memorize
1037,signer0_sample1038,182,you
1038,signer0_sample1039,14,mother
1039,signer0_sample1040,216,slow
1040,signer0_sample1041,157,sunday
1041,signer0_sample1042,104,radiator
1042,signer0_sample1043,102,breakfast
1043,signer0_sample1044,0,sister
1044,signer0_sample1045,217,eat
1045,signer0_sample1046,80,right
1046,signer0_sample1047,198,turkey
1047,signer0_sample1048,101,escape
1048,signer0_sample1049,156,potato
1049,signer0_sample1050,142,wood
1050,signer0_sample1051,178,voice
1051,signer0_sample1052,78,laugh
1052,signer0_sample1053,44,friday
1053,signer0_sample1054,212,tomorrow
1054,signer0_sample1055,135,tap
1055,signer0_sample1056,139,grandmother
1056,signer0_sample1057,10,unwise
1057,signer0_sample1058,185,milk
1058,signer0_sample1059,69,photograph
1059,signer0_sample1060,96,medicine
1060,signer0_sample1061,7,cry
1061,signer0_sample1062,32,together
1062,signer0_sample1063,179,love
1063,signer0_sample1064,16,ataturk
1064,signer0_sample1065,117,smell
1065,signer0_sample1066,196,thanks
1066,signer0_sample1067,48,grandfather
1067,signer0_sample1068,154,money
1068,signer0_sample1069,173,hi
1069,signer0_sample1070,148,they
1070,signer0_sample1071,36,wednesday
1071,signer0_sample1072,192,danger
1072,signer0_sample1073,155,pastrami
1073,signer0_sample1074,137,why
1074,signer0_sample1075,66,married
1075,signer0_sample1076,30,I
1076,signer0_sample1077,133,guest
1077,signer0_sample1078,29,wait
1078,signer0_sample1079,69,photograph
1079,signer0_sample1080,138,where
1080,signer0_sample1081,40,hammer
1081,signer0_sample1082,131,napkin
1082,signer0_sample1083,215,bed
1083,signer0_sample1084,111,who
1084,signer0_sample1085,192,danger
1085,signer0_sample1086,4,brother
1086,signer0_sample1087,96,medicine
1087,signer0_sample1088,18,mirror
1088,signer0_sample1089,9,wise
1089,signer0_sample1090,85,towel
1090,signer0_sample1091,14,mother
1091,signer0_sample1092,122,bad
1092,signer0_sample1093,62,male
1093,signer0_sample1094,170,hat
1094,signer0_sample1095,202,far
1095,signer0_sample1096,37,fork
1096,signer0_sample1097,167,sauce
1097,signer0_sample1098,175,you
1098,signer0_sample1099,165,hour
1099,signer0_sample1100,30,I
1100,signer0_sample1101,194,scales
1101,signer0_sample1102,47,minute
1102,signer0_sample1103,31,petrol
1103,signer0_sample1104,124,stain
1104,signer0_sample1105,125,salary
1105,signer0_sample1106,202,far
1106,signer0_sample1107,5,tree
1107,signer0_sample1108,71,past
1108,signer0_sample1109,129,angel
1109,signer0_sample1110,192,danger
1110,signer0_sample1111,145,olympiad
1111,signer0_sample1112,120,dog
1112,signer0_sample1113,143,teacher
1113,signer0_sample1114,9,wise
1114,signer0_sample1115,146,nope
1115,signer0_sample1116,54,wedding
1116,signer0_sample1117,154,money
1117,signer0_sample1118,31,petrol
1118,signer0_sample1119,173,hi
1119,signer0_sample1120,163,psychology
1120,signer0_sample1121,129,angel
1121,signer0_sample1122,203,sad
1122,signer0_sample1123,209,do
1123,signer0_sample1124,98,light
1124,signer0_sample1125,56,enemy
1125,signer0_sample1126,223,egg
1126,signer0_sample1127,81,carpet
1127,signer0_sample1128,198,turkey
1128,signer0_sample1129,92,never
1129,signer0_sample1130,48,grandfather
1130,signer0_sample1131,208,wrong
1131,signer0_sample1132,184,promise
1132,signer0_sample1133,36,wednesday
1133,signer0_sample1134,53,full
1134,signer0_sample1135,99,push
1135,signer0_sample1136,69,photograph
1136,signer0_sample1137,41,ugly
1137,signer0_sample1138,22,look
1138,signer0_sample1139,225,difficult
1139,signer0_sample1140,16,ataturk
1140,signer0_sample1141,9,wise
1141,signer0_sample1142,4,brother
1142,signer0_sample1143,34,we
1143,signer0_sample1144,170,hat
1144,signer0_sample1145,225,difficult
1145,signer0_sample1146,90,halal
1146,signer0_sample1147,37,fork
1147,signer0_sample1148,52,doctor
1148,signer0_sample1149,194,scales
1149,signer0_sample1150,81,carpet
1150,signer0_sample1151,77,show
1151,signer0_sample1152,159,window
1152,signer0_sample1153,193,telephone
1153,signer0_sample1154,55,yesterday
1154,signer0_sample1155,28,single
1155,signer0_sample1156,157,sunday
1156,signer0_sample1157,127,tongs
1157,signer0_sample1158,82,ill
1158,signer0_sample1159,110,if_only
1159,signer0_sample1160,20,father
1160,signer0_sample1161,26,feast
1161,signer0_sample1162,214,pillow
1162,signer0_sample1163,19,same
1163,signer0_sample1164,199,orange
1164,signer0_sample1165,192,danger
1165,signer0_sample1166,30,I
1166,signer0_sample1167,166,soap
1167,signer0_sample1168,19,same
1168,signer0_sample1169,107,crossroads
1169,signer0_sample1170,13,key
1170,signer0_sample1171,201,flour
1171,signer0_sample1172,77,show
1172,signer0_sample1173,219,star
1173,signer0_sample1174,120,dog
1174,signer0_sample1175,108,accident
1175,signer0_sample1176,190,sweet
1176,signer0_sample1177,93,goodbye
1177,signer0_sample1178,35,work
1178,signer0_sample1179,18,mirror
1179,signer0_sample1180,73,bring
1180,signer0_sample1181,72,get_well
1181,signer0_sample1182,117,smell
1182,signer0_sample1183,158,monday
1183,signer0_sample1184,59,glove
1184,signer0_sample1185,199,orange
1185,signer0_sample1186,57,wall
1186,signer0_sample1187,111,who
1187,signer0_sample1188,182,you
1188,signer0_sample1189,91,always
1189,signer0_sample1190,151,apologize
1190,signer0_sample1191,27,baby
1191,signer0_sample1192,69,photograph
1192,signer0_sample1193,17,shoe
1193,signer0_sample1194,191,ceiling
1194,signer0_sample1195,212,tomorrow
1195,signer0_sample1196,59,glove
1196,signer0_sample1197,165,hour
1197,signer0_sample1198,115,mince
1198,signer0_sample1199,174,umbrella
1199,signer0_sample1200,13,key
1200,signer0_sample1201,133,guest
1201,signer0_sample1202,76,see
1202,signer0_sample1203,6,heavy
1203,signer0_sample1204,88,animal
1204,signer0_sample1205,128,god_preserve
1205,signer0_sample1206,162,police
1206,signer0_sample1207,37,fork
1207,signer0_sample1208,190,sweet
1208,signer0_sample1209,65,yes
1209,signer0_sample1210,79,lightweight
1210,signer0_sample1211,92,never
1211,signer0_sample1212,149,forest
1212,signer0_sample1213,20,father
1213,signer0_sample1214,153,trousers
1214,signer0_sample1215,150,fasting
1215,signer0_sample1216,170,hat
1216,signer0_sample1217,55,yesterday
1217,signer0_sample1218,206,near
1218,signer0_sample1219,0,sister
1219,signer0_sample1220,57,wall
1220,signer0_sample1221,58,pharmacy
1221,signer0_sample1222,165,hour
1222,signer0_sample1223,2,hungry
1223,signer0_sample1224,68,elephant
1224,signer0_sample1225,26,feast
1225,signer0_sample1226,122,bad
1226,signer0_sample1227,35,work
1227,signer0_sample1228,52,doctor
1228,signer0_sample1229,79,lightweight
1229,signer0_sample1230,104,radiator
1230,signer0_sample1231,22,look
1231,signer0_sample1232,91,always
1232,signer0_sample1233,43,soup
1233,signer0_sample1234,179,love
1234,signer0_sample1235,222,tired
1235,signer0_sample1236,121,bridge
1236,signer0_sample1237,181,border
1237,signer0_sample1238,176,bill
1238,signer0_sample1239,54,wedding
1239,signer0_sample1240,116,female
1240,signer0_sample1241,90,halal
1241,signer0_sample1242,210,band-aid
1242,signer0_sample1243,221,road
1243,signer0_sample1244,129,angel
1244,signer0_sample1245,114,book
1245,signer0_sample1246,22,look
1246,signer0_sample1247,215,bed
1247,signer0_sample1248,184,promise
1248,signer0_sample1249,147,allright
1249,signer0_sample1250,79,lightweight
1250,signer0_sample1251,40,hammer
1251,signer0_sample1252,13,key
1252,signer0_sample1253,178,voice
1253,signer0_sample1254,45,saturday
1254,signer0_sample1255,23,honey
1255,signer0_sample1256,86,no
1256,signer0_sample1257,36,wednesday
1257,signer0_sample1258,74,lake
1258,signer0_sample1259,28,single
1259,signer0_sample1260,48,grandfather
1260,signer0_sample1261,168,tuesday
1261,signer0_sample1262,136,how
1262,signer0_sample1263,186,okay
1263,signer0_sample1264,148,they
1264,signer0_sample1265,10,unwise
1265,signer0_sample1266,10,unwise
1266,signer0_sample1267,51,government
1267,signer0_sample1268,165,hour
1268,signer0_sample1269,136,how
1269,signer0_sample1270,55,yesterday
1270,signer0_sample1271,1,hurry
1271,signer0_sample1272,188,date
1272,signer0_sample1273,55,yesterday
1273,signer0_sample1274,45,saturday
1274,signer0_sample1275,112,identity
1275,signer0_sample1276,103,pencil
1276,signer0_sample1277,177,free
1277,signer0_sample1278,101,escape
1278,signer0_sample1279,68,elephant
1279,signer0_sample1280,110,if_only
1280,signer0_sample1281,14,mother
1281,signer0_sample1282,98,light
1282,signer0_sample1283,96,medicine
1283,signer0_sample1284,67,memorize
1284,signer0_sample1285,7,cry
1285,signer0_sample1286,40,hammer
1286,signer0_sample1287,169,champion
1287,signer0_sample1288,33,inform
1288,signer0_sample1289,153,trousers
1289,signer0_sample1290,88,animal
1290,signer0_sample1291,94,drink
1291,signer0_sample1292,102,breakfast
1292,signer0_sample1293,7,cry
1293,signer0_sample1294,162,police
1294,signer0_sample1295,142,wood
1295,signer0_sample1296,106,sibling
1296,signer0_sample1297,107,crossroads
1297,signer0_sample1298,33,inform
1298,signer0_sample1299,65,yes
1299,signer0_sample1300,99,push
1300,signer0_sample1301,78,laugh
1301,signer0_sample1302,54,wedding
1302,signer0_sample1303,75,shirt
1303,signer0_sample1304,91,always
1304,signer0_sample1305,86,no
1305,signer0_sample1306,188,date
1306,signer0_sample1307,64,house
1307,signer0_sample1308,32,together
1308,signer0_sample1309,158,monday
1309,signer0_sample1310,11,kin
1310,signer0_sample1311,176,bill
1311,signer0_sample1312,175,you
1312,signer0_sample1313,52,doctor
1313,signer0_sample1314,108,accident
1314,signer0_sample1315,91,always
1315,signer0_sample1316,46,wallet
1316,signer0_sample1317,148,they
1317,signer0_sample1318,107,crossroads
1318,signer0_sample1319,187,comb
1319,signer0_sample1320,187,comb
1320,signer0_sample1321,141,room
1321,signer0_sample1322,109,belt
1322,signer0_sample1323,31,petrol
1323,signer0_sample1324,28,single
1324,signer0_sample1325,128,god_preserve
1325,signer0_sample1326,130,be_pleased
1326,signer0_sample1327,49,change
1327,signer0_sample1328,124,stain
1328,signer0_sample1329,39,teapot
1329,signer0_sample1330,34,we
1330,signer0_sample1331,27,baby
1331,signer0_sample1332,140,oven
1332,signer0_sample1333,99,push
1333,signer0_sample1334,160,thursday
1334,signer0_sample1335,177,free
1335,signer0_sample1336,59,glove
1336,signer0_sample1337,182,you
1337,signer0_sample1338,213,forbidden
1338,signer0_sample1339,45,saturday
1339,signer0_sample1340,33,inform
1340,signer0_sample1341,87,congratulations
1341,signer0_sample1342,163,psychology
1342,signer0_sample1343,197,screwdriver
1343,signer0_sample1344,153,trousers
1344,signer0_sample1345,53,full
1345,signer0_sample1346,196,thanks
1346,signer0_sample1347,118,cologne
1347,signer0_sample1348,193,telephone
1348,signer0_sample1349,99,push
1349,signer0_sample1350,196,thanks
1350,signer2_sample1,167,sauce
1351,signer2_sample2,113,rent
1352,signer2_sample3,140,oven
1353,signer2_sample4,83,hospital
1354,signer2_sample5,52,doctor
1355,signer2_sample6,136,how
1356,signer2_sample7,155,pastrami
1357,signer2_sample8,15,friend
1358,signer2_sample9,185,milk
1359,signer2_sample10,67,memorize
1360,signer2_sample11,173,hi
1361,signer2_sample12,8,family
1362,signer2_sample13,213,forbidden
1363,signer2_sample14,73,bring
1364,signer2_sample15,189,holiday
1365,signer2_sample16,108,accident
1366,signer2_sample17,68,elephant
1367,signer2_sample18,83,hospital
1368,signer2_sample19,82,ill
1369,signer2_sample20,94,drink
1370,signer2_sample21,1,hurry
1371,signer2_sample22,117,smell
1372,signer2_sample23,10,unwise
1373,signer2_sample24,138,where
1374,signer2_sample25,109,belt
1375,signer2_sample26,126,scissors
1376,signer2_sample27,77,show
1377,signer2_sample28,47,minute
1378,signer2_sample29,26,feast
1379,signer2_sample30,134,manager
1380,signer2_sample31,48,grandfather
1381,signer2_sample32,219,star
1382,signer2_sample33,165,hour
